query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g9427.t1	908612.HMPREF9720_1898	7.92e-44	166.0	COG0053@1|root,COG0053@2|Bacteria,4NEID@976|Bacteroidetes,2FNNF@200643|Bacteroidia,22V3B@171550|Rikenellaceae	976|Bacteroidetes	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	fieF	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
g9428.t1	1441629.PCH70_00140	6.48e-34	130.0	COG2818@1|root,COG2818@2|Bacteria,1R9X5@1224|Proteobacteria,1S25K@1236|Gammaproteobacteria,1Z593@136849|Pseudomonas syringae group	1236|Gammaproteobacteria	L	Methyladenine glycosylase	tag	-	3.2.2.20	ko:K01246	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Adenine_glyco
g9429.t1	81824.XP_001749050.1	3.6e-69	229.0	COG2453@1|root,KOG2283@2759|Eukaryota,38CHA@33154|Opisthokonta	33154|Opisthokonta	T	negative regulation of synaptic vesicle clustering	PTEN	GO:0000003,GO:0000079,GO:0000902,GO:0000904,GO:0001525,GO:0001558,GO:0001568,GO:0001654,GO:0001655,GO:0001666,GO:0001667,GO:0001709,GO:0001745,GO:0001751,GO:0001754,GO:0001932,GO:0001933,GO:0001934,GO:0001944,GO:0001952,GO:0001953,GO:0001964,GO:0002020,GO:0002064,GO:0002065,GO:0002066,GO:0002119,GO:0002164,GO:0002165,GO:0002168,GO:0002252,GO:0002376,GO:0002682,GO:0002902,GO:0003006,GO:0003008,GO:0003674,GO:0003779,GO:0003824,GO:0004438,GO:0004721,GO:0004722,GO:0004725,GO:0005102,GO:0005161,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005829,GO:0005886,GO:0005975,GO:0006066,GO:0006355,GO:0006464,GO:0006469,GO:0006470,GO:0006508,GO:0006582,GO:0006629,GO:0006644,GO:0006650,GO:0006661,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006914,GO:0006928,GO:0006935,GO:0006950,GO:0006952,GO:0006955,GO:0006996,GO:0007009,GO:0007010,GO:0007154,GO:0007162,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007267,GO:0007268,GO:0007270,GO:0007272,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007346,GO:0007399,GO:0007409,GO:0007416,GO:0007417,GO:0007420,GO:0007423,GO:0007424,GO:0007425,GO:0007431,GO:0007435,GO:0007436,GO:0007507,GO:0007525,GO:0007552,GO:0007568,GO:0007610,GO:0007611,GO:0007613,GO:0007617,GO:0007618,GO:0007622,GO:0007623,GO:0007626,GO:0007635,GO:0008092,GO:0008104,GO:0008138,GO:0008150,GO:0008152,GO:0008283,GO:0008284,GO:0008285,GO:0008340,GO:0008360,GO:0008361,GO:0008366,GO:0008610,GO:0008654,GO:0009056,GO:0009058,GO:0009266,GO:0009408,GO:0009605,GO:0009628,GO:0009636,GO:0009653,GO:0009719,GO:0009725,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009898,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010001,GO:0010033,GO:0010243,GO:0010256,GO:0010259,GO:0010468,GO:0010469,GO:0010506,GO:0010556,GO:0010562,GO:0010563,GO:0010564,GO:0010604,GO:0010605,GO:0010628,GO:0010631,GO:0010632,GO:0010633,GO:0010646,GO:0010647,GO:0010648,GO:0010660,GO:0010661,GO:0010662,GO:0010663,GO:0010665,GO:0010666,GO:0010717,GO:0010719,GO:0010720,GO:0010721,GO:0010769,GO:0010771,GO:0010810,GO:0010812,GO:0010883,GO:0010888,GO:0010941,GO:0010942,GO:0010948,GO:0010959,GO:0010975,GO:0010977,GO:0010997,GO:0014003,GO:0014066,GO:0014067,GO:0014706,GO:0016020,GO:0016043,GO:0016055,GO:0016202,GO:0016311,GO:0016314,GO:0016324,GO:0016358,GO:0016477,GO:0016579,GO:0016787,GO:0016788,GO:0016791,GO:0018958,GO:0019098,GO:0019216,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019637,GO:0019748,GO:0019751,GO:0019899,GO:0019900,GO:0019901,GO:0019904,GO:0019953,GO:0021537,GO:0021542,GO:0021543,GO:0021700,GO:0021761,GO:0021766,GO:0021782,GO:0021953,GO:0021954,GO:0021955,GO:0022008,GO:0022010,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0022612,GO:0022898,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030029,GO:0030030,GO:0030036,GO:0030100,GO:0030154,GO:0030155,GO:0030162,GO:0030165,GO:0030182,GO:0030198,GO:0030258,GO:0030308,GO:0030334,GO:0030336,GO:0030424,GO:0030425,GO:0030534,GO:0030707,GO:0030850,GO:0030855,GO:0030900,GO:0031099,GO:0031102,GO:0031104,GO:0031175,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031329,GO:0031331,GO:0031344,GO:0031345,GO:0031396,GO:0031398,GO:0031399,GO:0031400,GO:0031401,GO:0031641,GO:0031642,GO:0031644,GO:0031645,GO:0031646,GO:0031647,GO:0031657,GO:0031658,GO:0031667,GO:0031974,GO:0031981,GO:0032006,GO:0032007,GO:0032101,GO:0032102,GO:0032103,GO:0032228,GO:0032268,GO:0032269,GO:0032270,GO:0032286,GO:0032291,GO:0032386,GO:0032388,GO:0032409,GO:0032410,GO:0032412,GO:0032413,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032868,GO:0032869,GO:0032870,GO:0032879,GO:0032880,GO:0032989,GO:0032990,GO:0033032,GO:0033036,GO:0033157,GO:0033554,GO:0033555,GO:0033673,GO:0034593,GO:0034594,GO:0034613,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0035006,GO:0035010,GO:0035011,GO:0035069,GO:0035176,GO:0035206,GO:0035212,GO:0035239,GO:0035254,GO:0035255,GO:0035265,GO:0035272,GO:0035295,GO:0035335,GO:0035556,GO:0035690,GO:0035749,GO:0036211,GO:0036293,GO:0036294,GO:0036477,GO:0040007,GO:0040008,GO:0040011,GO:0040012,GO:0040013,GO:0040014,GO:0040015,GO:0040017,GO:0040024,GO:0042051,GO:0042052,GO:0042063,GO:0042127,GO:0042176,GO:0042221,GO:0042306,GO:0042307,GO:0042325,GO:0042326,GO:0042327,GO:0042330,GO:0042391,GO:0042440,GO:0042461,GO:0042462,GO:0042493,GO:0042552,GO:0042578,GO:0042592,GO:0042594,GO:0042711,GO:0042802,GO:0042981,GO:0042995,GO:0043005,GO:0043025,GO:0043062,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043085,GO:0043086,GO:0043170,GO:0043197,GO:0043209,GO:0043217,GO:0043218,GO:0043220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043266,GO:0043267,GO:0043269,GO:0043271,GO:0043408,GO:0043409,GO:0043410,GO:0043412,GO:0043434,GO:0043491,GO:0043542,GO:0043549,GO:0043550,GO:0043551,GO:0043553,GO:0043647,GO:0044057,GO:0044085,GO:0044087,GO:0044091,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044267,GO:0044281,GO:0044282,GO:0044297,GO:0044309,GO:0044320,GO:0044321,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044877,GO:0045017,GO:0045087,GO:0045165,GO:0045177,GO:0045202,GO:0045211,GO:0045471,GO:0045475,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045665,GO:0045666,GO:0045732,GO:0045736,GO:0045786,GO:0045792,GO:0045806,GO:0045833,GO:0045843,GO:0045859,GO:0045862,GO:0045926,GO:0045930,GO:0045936,GO:0045937,GO:0046164,GO:0046174,GO:0046434,GO:0046474,GO:0046486,GO:0046488,GO:0046530,GO:0046620,GO:0046621,GO:0046626,GO:0046627,GO:0046677,GO:0046822,GO:0046824,GO:0046838,GO:0046839,GO:0046855,GO:0046856,GO:0048008,GO:0048167,GO:0048468,GO:0048477,GO:0048511,GO:0048512,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048580,GO:0048582,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048592,GO:0048608,GO:0048609,GO:0048634,GO:0048635,GO:0048638,GO:0048640,GO:0048646,GO:0048660,GO:0048662,GO:0048666,GO:0048667,GO:0048679,GO:0048681,GO:0048699,GO:0048707,GO:0048709,GO:0048731,GO:0048732,GO:0048738,GO:0048749,GO:0048812,GO:0048813,GO:0048814,GO:0048853,GO:0048854,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0048878,GO:0050678,GO:0050680,GO:0050764,GO:0050765,GO:0050767,GO:0050768,GO:0050769,GO:0050770,GO:0050771,GO:0050773,GO:0050774,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050803,GO:0050804,GO:0050805,GO:0050806,GO:0050807,GO:0050808,GO:0050821,GO:0050877,GO:0050890,GO:0050896,GO:0050905,GO:0050920,GO:0050921,GO:0050926,GO:0050927,GO:0051049,GO:0051050,GO:0051051,GO:0051090,GO:0051091,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051270,GO:0051271,GO:0051338,GO:0051347,GO:0051348,GO:0051438,GO:0051443,GO:0051547,GO:0051548,GO:0051602,GO:0051641,GO:0051674,GO:0051703,GO:0051704,GO:0051705,GO:0051716,GO:0051717,GO:0051726,GO:0051800,GO:0051893,GO:0051895,GO:0051896,GO:0051898,GO:0051960,GO:0051961,GO:0051962,GO:0052743,GO:0052744,GO:0052745,GO:0052866,GO:0055021,GO:0055022,GO:0055024,GO:0055026,GO:0055088,GO:0060024,GO:0060033,GO:0060043,GO:0060044,GO:0060070,GO:0060074,GO:0060134,GO:0060179,GO:0060255,GO:0060284,GO:0060291,GO:0060292,GO:0060322,GO:0060341,GO:0060420,GO:0060429,GO:0060537,GO:0060541,GO:0060548,GO:0060627,GO:0060736,GO:0060746,GO:0060996,GO:0060997,GO:0060998,GO:0061000,GO:0061001,GO:0061002,GO:0061024,GO:0061041,GO:0061045,GO:0061061,GO:0061062,GO:0061063,GO:0061065,GO:0061066,GO:0061117,GO:0061458,GO:0061564,GO:0061919,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070228,GO:0070372,GO:0070373,GO:0070374,GO:0070482,GO:0070570,GO:0070571,GO:0070646,GO:0070647,GO:0070727,GO:0070851,GO:0070887,GO:0070925,GO:0071214,GO:0071236,GO:0071257,GO:0071310,GO:0071361,GO:0071375,GO:0071417,GO:0071453,GO:0071456,GO:0071495,GO:0071545,GO:0071704,GO:0071709,GO:0071711,GO:0071840,GO:0071900,GO:0071901,GO:0071944,GO:0072358,GO:0072359,GO:0080090,GO:0080134,GO:0080135,GO:0090066,GO:0090069,GO:0090071,GO:0090087,GO:0090109,GO:0090130,GO:0090132,GO:0090175,GO:0090219,GO:0090316,GO:0090342,GO:0090344,GO:0090394,GO:0090407,GO:0090596,GO:0097060,GO:0097061,GO:0097090,GO:0097105,GO:0097106,GO:0097107,GO:0097237,GO:0097305,GO:0097306,GO:0097447,GO:0097458,GO:0098552,GO:0098562,GO:0098590,GO:0098693,GO:0098698,GO:0098794,GO:0098815,GO:0098916,GO:0099054,GO:0099068,GO:0099084,GO:0099172,GO:0099173,GO:0099175,GO:0099177,GO:0099536,GO:0099537,GO:0104004,GO:0106017,GO:0106027,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0140096,GO:0198738,GO:1900076,GO:1900077,GO:1900180,GO:1900182,GO:1901016,GO:1901017,GO:1901360,GO:1901379,GO:1901380,GO:1901564,GO:1901575,GO:1901576,GO:1901615,GO:1901616,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1901861,GO:1901862,GO:1901888,GO:1901889,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902041,GO:1902043,GO:1902074,GO:1902531,GO:1902532,GO:1902533,GO:1902806,GO:1902807,GO:1903034,GO:1903035,GO:1903050,GO:1903052,GO:1903121,GO:1903320,GO:1903322,GO:1903362,GO:1903364,GO:1903391,GO:1903392,GO:1903432,GO:1903506,GO:1903689,GO:1903690,GO:1903725,GO:1903726,GO:1903827,GO:1903829,GO:1903984,GO:1904029,GO:1904030,GO:1904062,GO:1904063,GO:1904262,GO:1904589,GO:1904591,GO:1904666,GO:1904668,GO:1904705,GO:1904706,GO:1904861,GO:1904951,GO:1905114,GO:1905330,GO:1905331,GO:1905809,GO:1905952,GO:1905953,GO:1990314,GO:1990381,GO:1990782,GO:2000026,GO:2000027,GO:2000045,GO:2000058,GO:2000060,GO:2000106,GO:2000112,GO:2000134,GO:2000145,GO:2000146,GO:2000171,GO:2000272,GO:2000463,GO:2000807,GO:2000808,GO:2001141,GO:2001233,GO:2001235,GO:2001236,GO:2001238	3.1.3.16,3.1.3.48,3.1.3.67	ko:K01110	ko00562,ko01521,ko04068,ko04070,ko04071,ko04115,ko04140,ko04150,ko04151,ko04212,ko04218,ko04510,ko04931,ko05161,ko05165,ko05200,ko05206,ko05213,ko05214,ko05215,ko05218,ko05222,ko05224,ko05225,ko05230,map00562,map01521,map04068,map04070,map04071,map04115,map04140,map04150,map04151,map04212,map04218,map04510,map04931,map05161,map05165,map05200,map05206,map05213,map05214,map05215,map05218,map05222,map05224,map05225,map05230	-	R03363,R04513	RC00078	ko00000,ko00001,ko01000,ko01009	-	-	-	DSPc,PTEN_C2
g9433.t1	1123242.JH636435_gene1707	9.95e-20	97.8	COG1387@1|root,COG1387@2|Bacteria,2J52I@203682|Planctomycetes	203682|Planctomycetes	E	Histidinol phosphatase and related hydrolases of the PHP family	-	-	-	-	-	-	-	-	-	-	-	-	-
g9434.t1	157072.XP_008861693.1	1.87e-46	177.0	COG0477@1|root,KOG4686@2759|Eukaryota	2759|Eukaryota	EGP	transmembrane transport	im:7160594	-	-	-	-	-	-	-	-	-	-	-	MFS_1
g9438.t1	112098.XP_008605938.1	5.54e-50	202.0	KOG0401@1|root,KOG0401@2759|Eukaryota	2759|Eukaryota	S	translation initiation factor activity	-	-	-	ko:K03260	ko03013,ko05416,map03013,map05416	M00428	-	-	ko00000,ko00001,ko00002,ko03012,ko03019	-	-	-	AAR2,MA3,MIF4G
g9440.t1	296587.XP_002504014.1	3.92e-22	92.0	COG1594@1|root,KOG2907@2759|Eukaryota,37VWR@33090|Viridiplantae,34MNC@3041|Chlorophyta	3041|Chlorophyta	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	-	-	-	ko:K03000	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00182	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko03021	-	-	-	TFIIS_C
g9441.t1	164328.Phyra83019	1.08e-76	246.0	KOG2445@1|root,KOG2445@2759|Eukaryota,3Q8MY@4776|Peronosporales	4776|Peronosporales	UY	Anaphase-promoting complex subunit 4 WD40 domain	-	-	-	ko:K14299	ko03013,ko04150,map03013,map04150	M00427	-	-	ko00000,ko00001,ko00002,ko03019	1.I.1	-	-	WD40
g9443.t1	981085.XP_010105796.1	3e-48	166.0	COG0091@1|root,KOG4112@1|root,KOG3353@2759|Eukaryota,KOG4112@2759|Eukaryota,37MXY@33090|Viridiplantae,3G8V9@35493|Streptophyta,4JSQN@91835|fabids	35493|Streptophyta	J	Belongs to the universal ribosomal protein uL22 family	-	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005773,GO:0005829,GO:0005840,GO:0005844,GO:0005911,GO:0009506,GO:0015934,GO:0016020,GO:0022625,GO:0022626,GO:0030054,GO:0031974,GO:0031981,GO:0032991,GO:0042788,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0055044,GO:0070013,GO:1990904	-	ko:K02880	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
g9444.t1	4792.ETI41055	4.96e-67	223.0	KOG1225@1|root,KOG1225@2759|Eukaryota,3QDSZ@4776|Peronosporales	4776|Peronosporales	TW	EGF domain, unclasssified subfamily	-	-	-	-	-	-	-	-	-	-	-	-	EGF_2
g9445.t1	4792.ETI45862	1.66e-125	387.0	COG0053@1|root,KOG2802@2759|Eukaryota,3QDPA@4776|Peronosporales	4776|Peronosporales	P	Cation efflux family	-	-	-	ko:K14696	-	-	-	-	ko00000,ko02000	2.A.4.6	-	-	Cation_efflux
g9446.t1	36331.EPrPI00000018281	1.09e-113	400.0	29BYW@1|root,2RJ2B@2759|Eukaryota,1MD8G@121069|Pythiales	121069|Pythiales	S	WD domain-containing protein. Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	WD40
g9447.t1	4792.ETI47437	3.66e-97	309.0	COG0019@1|root,KOG0622@2759|Eukaryota,3QBSK@4776|Peronosporales	4776|Peronosporales	E	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	-	-	-	-	-	-	-	-	-	-	-	-	Orn_Arg_deC_N,Orn_DAP_Arg_deC
g9448.t1	112098.XP_008605715.1	4.19e-62	194.0	COG5262@1|root,KOG1757@2759|Eukaryota	2759|Eukaryota	B	chromatin silencing	-	GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006325,GO:0006342,GO:0006355,GO:0006996,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0040029,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K11251	ko04217,ko05034,ko05322,map04217,map05034,map05322	-	-	-	ko00000,ko00001,ko03036,ko04147	-	-	-	Histone,Histone_H2A_C
g9450.t1	4792.ETI46081	1.29e-14	71.2	2E32P@1|root,2SA7S@2759|Eukaryota,3QIIT@4776|Peronosporales	4776|Peronosporales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g9451.t1	115417.EPrPW00000018833	5.73e-29	135.0	COG3914@1|root,KOG4626@2759|Eukaryota,1MAH1@121069|Pythiales	121069|Pythiales	GOT	protein N-acetylglucosaminyltransferase activity	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_41,Glycos_transf_2
g9455.t1	2850.Phatr49526	1.24e-15	89.0	KOG0724@1|root,KOG1274@1|root,KOG0724@2759|Eukaryota,KOG1274@2759|Eukaryota,2XA9U@2836|Bacillariophyta	2836|Bacillariophyta	K	Minichromosome loss protein, Mcl1, middle region	-	-	-	ko:K11274	-	-	-	-	ko00000,ko03036	-	-	-	Mcl1_mid
g9456.t1	115417.EPrPW00000019454	2.07e-06	60.1	28M3K@1|root,2QTKE@2759|Eukaryota,1MECS@121069|Pythiales	121069|Pythiales	S	TB2/DP1, HVA22 family	-	-	-	-	-	-	-	-	-	-	-	-	TB2_DP1_HVA22
g9457.t1	112098.XP_008612955.1	1.13e-49	176.0	29I2I@1|root,2RR9D@2759|Eukaryota	2759|Eukaryota	S	basic region leucin zipper	-	-	-	-	-	-	-	-	-	-	-	-	bZIP_1
g9461.t1	55529.EKX35486	3.04e-41	157.0	COG2988@1|root,2QRAK@2759|Eukaryota	2759|Eukaryota	E	aspartoacylase activity	ASPA	GO:0003674,GO:0003824,GO:0004046,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006083,GO:0006520,GO:0006531,GO:0006533,GO:0006805,GO:0006807,GO:0007272,GO:0007275,GO:0007399,GO:0007417,GO:0008150,GO:0008152,GO:0008366,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009068,GO:0009410,GO:0009987,GO:0010001,GO:0010720,GO:0014003,GO:0014013,GO:0014015,GO:0016020,GO:0016053,GO:0016054,GO:0016324,GO:0016787,GO:0016810,GO:0016811,GO:0016999,GO:0017144,GO:0019752,GO:0019807,GO:0021782,GO:0022008,GO:0022010,GO:0030154,GO:0032291,GO:0032501,GO:0032502,GO:0032787,GO:0042063,GO:0042221,GO:0042552,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045177,GO:0045595,GO:0045597,GO:0045685,GO:0045687,GO:0046394,GO:0046395,GO:0048468,GO:0048518,GO:0048522,GO:0048699,GO:0048709,GO:0048713,GO:0048714,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051239,GO:0051240,GO:0051716,GO:0051960,GO:0051962,GO:0060284,GO:0065007,GO:0070887,GO:0071466,GO:0071704,GO:0071944,GO:0098590,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:2000026	3.5.1.114,3.5.1.15	ko:K01437,ko:K18458	ko00250,ko00340,ko01100,map00250,map00340,map01100	-	R00488,R00526	RC00064,RC00165,RC00300,RC00323	ko00000,ko00001,ko01000	-	-	-	AstE_AspA
g9463.t1	2880.D7FIL4	1.12e-102	325.0	COG4870@1|root,KOG1543@2759|Eukaryota	2759|Eukaryota	O	cysteine-type peptidase activity	-	GO:0000323,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0006508,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009653,GO:0009888,GO:0009987,GO:0010015,GO:0010053,GO:0010054,GO:0016020,GO:0016049,GO:0016787,GO:0019538,GO:0021700,GO:0022622,GO:0030154,GO:0030163,GO:0031224,GO:0031225,GO:0032501,GO:0032502,GO:0040007,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044421,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0048364,GO:0048468,GO:0048469,GO:0048588,GO:0048589,GO:0048731,GO:0048764,GO:0048765,GO:0048767,GO:0048856,GO:0048869,GO:0051603,GO:0060560,GO:0070011,GO:0071695,GO:0071704,GO:0080147,GO:0090558,GO:0090627,GO:0099402,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1905392	3.4.22.15	ko:K01365	ko04140,ko04142,ko04145,ko04210,ko04612,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04612,map05205,map05323,map05418	-	-	-	ko00000,ko00001,ko00537,ko01000,ko01002,ko03110	-	-	-	E1_DerP2_DerF2,Inhibitor_I29,Peptidase_C1
g9464.t1	69319.XP_008543742.1	3.89e-30	120.0	KOG3200@1|root,KOG3200@2759|Eukaryota,38H23@33154|Opisthokonta,3BF7Z@33208|Metazoa,3CUUV@33213|Bilateria,41YU7@6656|Arthropoda,3SMAC@50557|Insecta,46G51@7399|Hymenoptera	33208|Metazoa	S	2OG-Fe(II) oxygenase superfamily	ALKBH6	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005912,GO:0005924,GO:0005925,GO:0008150,GO:0008152,GO:0008198,GO:0016491,GO:0030054,GO:0030055,GO:0031974,GO:0031981,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0051213,GO:0055114,GO:0070013,GO:0070161	-	ko:K10768	-	-	-	-	ko00000,ko01000	-	-	-	2OG-FeII_Oxy_2
g9465.t1	38833.XP_003055208.1	4.29e-152	450.0	COG0436@1|root,KOG0258@2759|Eukaryota,37PSU@33090|Viridiplantae	33090|Viridiplantae	E	Alanine aminotransferase	-	-	2.6.1.2	ko:K00814	ko00220,ko00250,ko00710,ko01100,ko01120,ko01200,ko01210,ko01230,map00220,map00250,map00710,map01100,map01120,map01200,map01210,map01230	M00171	R00258	RC00006,RC00008	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
g9469.t1	3218.PP1S9_383V6.1	5.3e-61	193.0	COG2036@1|root,KOG1745@2759|Eukaryota,37TRG@33090|Viridiplantae,3GI60@35493|Streptophyta	35493|Streptophyta	B	histone H3	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044424,GO:0044464	-	ko:K11253	ko05034,ko05202,ko05322,map05034,map05202,map05322	-	-	-	ko00000,ko00001,ko03036,ko04147	-	-	-	Histone
